item_number,accno,date,quantity,retail,cost,gross
CS-A70B,PA0400,05/08/2025,10,2737,3220,-483
CS-A70B,TDG020,18/08/2025,1,274,322,-48
CS-A70B,TDG020,20/08/2025,1,274,322,-48
CS-A70B,TDG020,22/08/2025,22,6021,7084,-1063
CS-A70B,PA0400,28/08/2025,10,2737,3220,-483
CS-A70B,PA0400,03/09/2025,39,10674,12558,-1884
CS-AA-8,TDG020,07/11/2023,1,561,660,-99
CS-AA-8,TA0100,22/11/2023,10,5940,6600,-660
CS-AA-8,TDG020,15/01/2024,3,1683,1980,-297
CS-AA-8,SSS010,07/02/2024,6,3762,3960,-198
CS-AA-8,TA0100,20/03/2024,2,1188,1320,-132
CS-AA-8,TC0700,02/08/2024,1,594,660,-66
CS-AA-8,ICE010,27/08/2024,1,616,616,0
CS-AA-8,SN0200,02/10/2024,5,2618,3080,-462
CS-AA-8,TDG020,24/10/2024,1,524,616,-92
CS-AA-8,MC0900,07/11/2024,1,567,616,-49
CS-AA-8,SN0200,08/11/2024,6,3142,3696,-554
CS-AA-8,IC0100,12/11/2024,1,616,616,0
CS-AA-8,CWMT01,19/11/2024,1,554,616,-62
CS-AA-8,CWMT01,20/11/2024,2,1109,1232,-123
CS-AA-8,IC0100,25/11/2024,1,616,616,0
CS-AA-8,WT0100,26/11/2024,2,1170,1232,-62
CS-AA-8,ME0100,28/11/2024,3,1756,1848,-92
CS-AA-8,FP0200,22/01/2025,2,1084,1232,-148
CS-AA-8,MM0200,08/08/2025,1,567,616,-49
CS-AA-8,MM0200,29/08/2025,1,567,616,-49
CS-AA-8,IC0100,17/09/2025,2,1232,1232,0
CS-AH-1L,TA0100,14/08/2024,1,407,452,-45
CS-AH-1L,MSB010,20/11/2024,1,407,452,-45
CS-AH-1M,TDG020,18/10/2023,3,961,1131,-170
CS-AH-1M,TA0100,14/08/2024,1,339,377,-38
CS-AH-1M,SUN010,12/12/2024,4,1387,1508,-121
CS-AH-1M,TD0100,08/04/2025,2,716,754,-38
CS-AH-1S,TE0300,14/11/2023,5,1182,1390,-209
CS-AH-1S,TA0100,14/08/2024,1,250,278,-28
CS-AH-1S,COS010,29/08/2024,1,250,278,-28
CS-AH-1S,SUN010,12/12/2024,8,2046,2224,-178
CS-AH-1S,FDS010,01/07/2025,1,256,278,-22
CS-AH-1S,FDS010,07/07/2025,1,256,278,-22
CS-AH-2,UBMM01,27/11/2024,1,49,122,-73
CS-AH-4A,FDS010,22/07/2024,-3,-994,-1080,86
CS-AH-4A,FDS010,17/07/2024,1,331,360,-29
CS-AH-4A,FDS010,22/07/2024,3,994,1080,-86
CS-AH-4A,FDS010,22/07/2024,3,994,1080,-86
CS-AH-4A,LYE010,23/07/2024,1,342,360,-18
CS-AH-4A,UBMM01,28/11/2024,1,144,360,-216
CS-AH-4B,SSS010,17/10/2023,10,3829,4030,-202
CS-AH-4B,TA0100,23/02/2024,2,725,806,-81
CS-AH-4B,TA0100,01/03/2024,2,725,806,-81
CS-AH-4B,TA0100,20/03/2024,1,363,403,-40
CS-AH-4B,FP0200,23/10/2024,10,3547,4030,-483
CS-AH-4B,CWMT01,19/11/2024,4,1451,1612,-161
CS-AH-4B,GDL010,29/11/2024,26,7335,10478,-3143
CS-AH-4B,TD0100,17/02/2025,3,1149,1209,-60
CS-AH-4B,CWMT01,14/04/2025,5,1814,2015,-202
CS-AH-4B,CWMT01,18/07/2025,1,282,403,-121
CS-AH-5,TA0100,12/02/2024,2,500,556,-56
CS-AH-5,JAM010,14/03/2024,9,2127,2502,-375
CS-BA100,TA0100,04/10/2023,27,3669,4077,-408
CS-BA100,TA0100,23/10/2023,4,544,604,-60
CS-BA100,PA0400,06/11/2023,2,272,302,-30
CS-BA100,MM0200,09/11/2023,2,287,302,-15
CS-BA100,TB0100,12/12/2023,24,3189,3624,-435
CS-BA100,SUN010,07/05/2024,3,430,453,-23
CS-BA100,TA0100,05/08/2024,7,951,1057,-106
CS-BA100,MM0200,03/10/2024,30,4057,4410,-353
CS-BA100,TA0100,07/10/2024,28,3704,4116,-412
CS-BA100,PA0400,06/11/2024,5,625,735,-110
CS-BA100,MM0200,22/11/2024,18,2434,2646,-212
CS-BA100,TDG020,26/03/2025,2,250,294,-44
CS-BA100,SUN010,09/07/2025,4,541,588,-47
CS-BA100,TA0100,26/09/2025,30,3969,4410,-441
CS-BA512,FIN010,20/05/2024,1,138,138,0
CS-BA512,TD0100,19/06/2025,4,524,552,-28
CS-BA80,FDS010,17/10/2023,4,283,308,-25
CS-BA80,TT0700,29/11/2023,2,142,154,-12
CS-BA80,SUN010,07/05/2024,6,439,462,-23
CS-BA80,TC0700,16/07/2024,4,277,308,-31
CS-BA80,TT0700,15/11/2024,2,121,134,-13
CS-BA80,TDG020,26/03/2025,4,228,268,-40
CS-BA80,TC0700,11/06/2025,2,114,134,-20
CS-BA80,TD0100,01/09/2025,14,891,938,-47
CS-BA80,VE0100,03/09/2025,8,482,536,-54
CS-BA80,MM0200,10/09/2025,34,2096,2278,-182
CS-BA80,MM0200,25/09/2025,1,62,67,-5
CS-BB12-L,TDG020,06/10/2023,-3,-803,-945,142
CS-BB12-L,TJ0100,18/10/2023,-3,-898,-945,47
CS-BB12-L,TC0700,02/10/2023,2,567,630,-63
CS-BB12-L,TDG020,05/10/2023,3,803,945,-142
CS-BB12-L,TB0100,10/10/2023,1,277,315,-38
CS-BB12-L,PGJ010,11/10/2023,5,1418,1575,-158
CS-BB12-L,SUN010,26/11/2024,-3,-811,-882,71
CS-BB12-L,TJ0100,18/10/2023,3,898,945,-47
CS-BB12-L,TJ0100,18/10/2023,3,898,945,-47
CS-BB12-L,MM0200,24/10/2023,5,1496,1575,-79
CS-BB12-L,PGJ010,31/10/2023,10,2835,3150,-315
CS-BB12-L,PA0400,01/11/2023,15,4253,4725,-473
CS-BB12-L,PA0400,03/11/2023,1,284,315,-32
CS-BB12-L,TJ0100,06/11/2023,5,1496,1575,-79
CS-BB12-L,TP0100,06/11/2023,3,898,945,-47
CS-BB12-L,TSS020,17/11/2023,4,1134,1260,-126
CS-BB12-L,SN0200,28/11/2023,5,1339,1575,-236
CS-BB12-L,TDG020,29/11/2023,1,268,315,-47
CS-BB12-L,PA0400,04/12/2023,9,2552,2835,-283
CS-BB12-L,WHC010,06/12/2023,6,1663,1890,-227
CS-BB12-L,TSS020,17/01/2024,5,1418,1575,-158
CS-BB12-L,CWMT01,18/01/2024,8,2268,2520,-252
CS-BB12-L,CTR010,01/02/2024,22,6930,6930,0
CS-BB12-L,TSS020,04/03/2024,6,1701,1890,-189
CS-BB12-L,CTR010,13/03/2024,1,315,315,0
CS-BB12-L,TJ0100,14/03/2024,15,4489,4725,-236
CS-BB12-L,TB0100,19/03/2024,1,277,315,-38
CS-BB12-L,PA0400,19/03/2024,6,1701,1890,-189
CS-BB12-L,PA0400,25/03/2024,5,1418,1575,-158
CS-BB12-L,IT0100,25/03/2024,1,284,315,-32
CS-BB12-L,CTR010,25/03/2024,1,315,315,0
CS-BB12-L,TB0100,11/04/2024,1,277,315,-38
CS-BB12-L,PA0400,08/05/2024,10,2835,3150,-315
CS-BB12-L,MC0900,05/06/2024,1,299,315,-16
CS-BB12-L,IT0100,25/06/2024,9,2705,3006,-301
CS-BB12-L,TSS020,19/07/2024,1,301,334,-33
CS-BB12-L,TSS020,29/07/2024,3,902,1002,-100
CS-BB12-L,TB0100,14/08/2024,2,517,588,-71
CS-BB12-L,FP0200,28/08/2024,2,517,588,-71
CS-BB12-L,TJ0100,28/08/2024,9,2434,2646,-212
CS-BB12-L,WHC010,03/09/2024,3,776,882,-106
CS-BB12-L,TB0100,26/09/2024,8,1999,2352,-353
CS-BB12-L,SSS010,03/10/2024,1,279,294,-15
CS-BB12-L,TSS020,09/10/2024,3,750,882,-132
CS-BB12-L,PRS010,15/10/2024,2,588,588,0
CS-BB12-L,FP0200,15/10/2024,17,4398,4998,-600
CS-BB12-L,TDG020,25/10/2024,3,750,882,-132
CS-BB12-L,FP0200,06/11/2024,1,259,294,-35
CS-BB12-L,SN0200,08/11/2024,10,2499,2940,-441
CS-BB12-L,SSS010,08/11/2024,2,559,588,-29
CS-BB12-L,PA0400,08/11/2024,15,3749,4410,-662
CS-BB12-L,TSS020,11/11/2024,5,1250,1470,-220
CS-BB12-L,TDG020,12/11/2024,1,250,294,-44
CS-BB12-L,SSS010,12/11/2024,3,838,882,-44
CS-BB12-L,IC0100,12/11/2024,5,1470,1470,0
CS-BB12-L,TB0100,14/11/2024,4,1000,1176,-176
CS-BB12-L,TDG020,14/11/2024,2,500,588,-88
CS-BB12-L,TA0100,15/11/2024,3,794,882,-88
CS-BB12-L,PA0400,18/11/2024,5,1250,1470,-221
CS-BB12-L,PRS010,18/11/2024,2,588,588,0
CS-BB12-L,TDG020,21/11/2024,1,250,294,-44
CS-BB12-L,PRS010,25/11/2024,1,294,294,0
CS-BB12-L,SUN010,26/11/2024,3,811,882,-71
CS-BB12-L,SUN010,26/11/2024,3,811,882,-71
CS-BB12-L,PRS010,26/11/2024,1,294,294,0
CS-BB12-L,TDG020,28/11/2024,4,1000,1176,-176
CS-BB12-L,PA0400,28/11/2024,10,2499,2940,-441
CS-BB12-L,SN0200,29/11/2024,10,2499,2940,-441
CS-BB12-L,TDG020,03/12/2024,2,500,588,-88
CS-BB12-L,SSS010,04/12/2024,3,838,882,-44
CS-BB12-L,TDG020,06/12/2024,1,250,294,-44
CS-BB12-L,SPW010,10/01/2025,2,588,588,0
CS-BB12-L,TDG020,14/01/2025,1,250,294,-44
CS-BB12-L,TDG020,28/01/2025,2,500,588,-88
CS-BB12-L,TB0100,30/01/2025,2,500,588,-88
CS-BB12-L,PA0400,12/02/2025,30,7497,8820,-1323
CS-BB12-L,PA0400,27/02/2025,5,1250,1470,-221
CS-BB12-L,FP0200,11/03/2025,1,259,294,-35
CS-BB12-L,TB0100,18/03/2025,1,250,294,-44
CS-BB12-L,IT0100,03/04/2025,1,265,294,-29
CS-BB12-L,SN0200,04/04/2025,6,1499,1764,-265
CS-BB12-L,HD0100,07/04/2025,3,776,882,-106
CS-BB12-L,TB0100,08/04/2025,1,250,294,-44
CS-BB12-L,HD0100,22/04/2025,5,1294,1470,-176
CS-BB12-L,WHC010,28/05/2025,2,517,588,-71
CS-BB12-L,HD0100,29/05/2025,5,1294,1470,-176
CS-BB12-L,TB0100,05/06/2025,3,750,882,-132
CS-BB12-L,TB0100,12/06/2025,3,750,882,-132
CS-BB12-L,MM0200,08/08/2025,1,270,294,-24
CS-BB12-L,TB0100,26/08/2025,3,750,882,-132
CS-BB12-L,IC0100,03/09/2025,1,294,294,0
CS-BB12-L,PA0400,10/09/2025,20,4998,5880,-882
CS-BB12-L,TJ0100,16/09/2025,7,1893,2058,-165
CS-BB12-L,IC0100,17/09/2025,3,882,882,0
CS-BB12-L,TJ0100,17/09/2025,1,270,294,-24
CS-BB12-L,SN0200,19/09/2025,12,2999,3528,-529
CS-BB12-L,HD0100,15/10/2025,35,9056,10290,-1234
CS-BB12-L,CTA010,20/10/2025,1,279,294,-15
CS-BB12-L,HD0100,20/10/2025,6,1552,1764,-212
CS-BB12-M,TC0700,02/10/2023,3,729,810,-81
CS-BB12-M,SPW010,14/12/2023,-12,-3240,-3240,0
CS-BB12-M,TDG020,05/10/2023,11,2525,2970,-446
CS-BB12-M,SPW010,18/07/2024,-1,-286,-286,0
CS-BB12-M,TDG020,06/10/2023,5,1148,1350,-203
CS-BB12-M,PGJ010,11/10/2023,5,1215,1350,-135
CS-BB12-M,SUN010,26/11/2024,-3,-696,-756,60
CS-BB12-M,TDG020,28/01/2025,-2,-428,-504,76
CS-BB12-M,MM0200,24/10/2023,4,1026,1080,-54
CS-BB12-M,PA0400,25/10/2023,5,1215,1350,-135
CS-BB12-M,PGJ010,31/10/2023,10,2430,2700,-270
CS-BB12-M,PA0400,03/11/2023,1,243,270,-27
CS-BB12-M,TA0100,08/11/2023,1,243,270,-27
CS-BB12-M,MSB010,16/11/2023,1,257,270,-14
CS-BB12-M,TSS020,17/11/2023,3,729,810,-81
CS-BB12-M,PA0400,27/11/2023,7,1701,1890,-189
CS-BB12-M,TDG020,29/11/2023,10,2295,2700,-405
CS-BB12-M,TB0100,30/11/2023,1,238,270,-32
CS-BB12-M,WHC010,06/12/2023,22,5227,5940,-713
CS-BB12-M,TDG020,07/12/2023,2,459,540,-81
CS-BB12-M,PA0400,11/12/2023,10,2430,2700,-270
CS-BB12-M,SPW010,13/12/2023,12,3240,3240,0
CS-BB12-M,SPW010,14/12/2023,11,2970,2970,0
CS-BB12-M,TB0100,18/01/2024,12,2851,3240,-389
CS-BB12-M,TC0700,26/01/2024,11,2673,2970,-297
CS-BB12-M,SPW010,08/07/2024,1,286,286,0
CS-BB12-M,TSS020,12/07/2024,6,1544,1716,-172
CS-BB12-M,TSS020,19/07/2024,20,5148,5720,-572
CS-BB12-M,TSS020,24/07/2024,5,1287,1430,-143
CS-BB12-M,SPW010,24/07/2024,1,286,286,0
CS-BB12-M,TSS020,29/07/2024,2,515,572,-57
CS-BB12-M,TB0100,20/08/2024,3,665,756,-91
CS-BB12-M,PA0400,30/08/2024,10,2142,2520,-378
CS-BB12-M,TC0700,30/08/2024,1,214,252,-38
CS-BB12-M,TSS020,02/09/2024,5,1071,1260,-189
CS-BB12-M,CTR010,11/09/2024,7,1676,1764,-88
CS-BB12-M,TB0100,12/09/2024,1,214,252,-38
CS-BB12-M,AGU010,12/09/2024,5,1134,1260,-126
CS-BB12-M,TB0100,26/09/2024,1,214,252,-38
CS-BB12-M,TB0100,03/10/2024,2,428,504,-76
CS-BB12-M,FP0200,03/10/2024,15,3326,3780,-454
CS-BB12-M,MM0200,14/10/2024,4,927,1008,-81
CS-BB12-M,PRS010,15/10/2024,1,252,252,0
CS-BB12-M,SN0200,18/10/2024,6,1285,1512,-227
CS-BB12-M,IT0100,18/10/2024,2,454,504,-50
CS-BB12-M,IT0100,28/10/2024,1,227,252,-25
CS-BB12-M,FP0200,06/11/2024,2,444,504,-60
CS-BB12-M,TDG020,07/11/2024,2,428,504,-76
CS-BB12-M,TB0100,14/11/2024,4,857,1008,-151
CS-BB12-M,PRS010,18/11/2024,3,756,756,0
CS-BB12-M,TDG020,21/11/2024,1,214,252,-38
CS-BB12-M,TB0100,21/11/2024,4,857,1008,-151
CS-BB12-M,PRS010,25/11/2024,1,252,252,0
CS-BB12-M,SUN010,26/11/2024,3,696,756,-60
CS-BB12-M,SUN010,26/11/2024,3,696,756,-60
CS-BB12-M,PRS010,26/11/2024,1,252,252,0
CS-BB12-M,TDG020,28/11/2024,4,857,1008,-151
CS-BB12-M,FDS010,04/12/2024,4,927,1008,-81
CS-BB12-M,SSS010,04/12/2024,7,1676,1764,-88
CS-BB12-M,SPW010,11/12/2024,9,2268,2268,0
CS-BB12-M,TDG020,28/01/2025,2,428,504,-76
CS-BB12-M,SM0200,06/02/2025,14,3528,3528,0
CS-BB12-M,SM0200,13/02/2025,2,504,504,0
CS-BB12-M,PA0400,20/02/2025,5,1071,1260,-189
CS-BB12-M,PA0400,27/02/2025,5,1071,1260,-189
CS-BB12-M,FP0200,11/03/2025,2,444,504,-60
CS-BB12-M,HD0100,02/04/2025,1,222,252,-30
CS-BB12-M,HD0100,07/04/2025,40,8870,10080,-1210
CS-BB12-M,TB0100,08/04/2025,1,214,252,-38
CS-BB12-M,PA0400,08/04/2025,5,1071,1260,-189
CS-BB12-M,TB0100,17/04/2025,9,1928,2268,-340
CS-BB12-M,HD0100,22/04/2025,5,1109,1260,-151
CS-BB12-M,TSS020,16/07/2025,8,1714,2016,-302
CS-BB12-M,CTA010,23/07/2025,1,239,252,-13
CS-BB12-M,TSS020,08/09/2025,5,1071,1260,-189
CS-BB12-M,FP0200,30/09/2025,16,3548,4032,-484
CS-BB12-M,FP0200,01/10/2025,25,5544,6300,-756
CS-BB12-M,FP0200,03/10/2025,2,444,504,-61
CS-BB12-M,HD0100,15/10/2025,36,7983,9072,-1089
CS-BB12-M,HD0100,20/10/2025,4,887,1008,-121
CS-BB12-M,TP0200,22/10/2025,3,680,756,-76
CS-BB12-M,TDG020,23/10/2025,3,643,756,-113
CS-BB12-S,TDG020,06/10/2023,-2,-394,-464,70
CS-BB12-S,TDG020,05/10/2023,2,394,464,-70
CS-BB12-S,MSB010,22/10/2024,-2,-391,-434,43
CS-BB12-S,PGJ010,11/10/2023,5,1044,1160,-116
CS-BB12-S,SUN010,26/11/2024,-4,-799,-868,69
CS-BB12-S,TB0100,19/10/2023,7,1429,1624,-195
CS-BB12-S,MM0200,24/10/2023,4,882,928,-46
CS-BB12-S,PGJ010,31/10/2023,20,4176,4640,-464
CS-BB12-S,SN0200,01/11/2023,55,10846,12760,-1914
CS-BB12-S,PA0400,03/11/2023,1,209,232,-23
CS-BB12-S,TJ0100,06/11/2023,10,2204,2320,-116
CS-BB12-S,TB0100,28/11/2023,3,612,696,-84
CS-BB12-S,SSS010,20/03/2024,47,10359,10904,-545
CS-BB12-S,HD0100,04/04/2024,30,6404,6960,-557
CS-BB12-S,HD0100,15/04/2024,48,10246,11136,-890
CS-BB12-S,CTR010,16/04/2024,2,464,464,0
CS-BB12-S,CTR010,17/04/2024,1,232,232,0
CS-BB12-S,PA0400,17/04/2024,10,2088,2320,-232
CS-BB12-S,TC0700,18/04/2024,1,209,232,-23
CS-BB12-S,HD0100,11/07/2024,4,854,928,-74
CS-BB12-S,TSS020,29/07/2024,1,209,232,-23
CS-BB12-S,TSS020,09/10/2024,8,1476,1736,-260
CS-BB12-S,PRS010,15/10/2024,1,217,217,0
CS-BB12-S,SN0200,16/10/2024,20,3689,4340,-651
CS-BB12-S,MSB010,18/10/2024,2,391,434,-43
CS-BB12-S,PA0400,21/10/2024,10,1845,2170,-326
CS-BB12-S,MSB010,22/10/2024,2,391,434,-43
CS-BB12-S,MSB010,22/10/2024,2,391,434,-43
CS-BB12-S,PRS010,24/10/2024,1,217,217,0
CS-BB12-S,TB0100,29/10/2024,1,184,217,-33
CS-BB12-S,TJ0100,29/10/2024,1,200,217,-17
CS-BB12-S,MSB010,31/10/2024,1,195,217,-22
CS-BB12-S,SSS010,08/11/2024,20,4123,4340,-217
CS-BB12-S,SSS010,12/11/2024,4,825,868,-43
CS-BB12-S,PRS010,18/11/2024,3,651,651,0
CS-BB12-S,MSB010,19/11/2024,1,195,217,-22
CS-BB12-S,TDG020,21/11/2024,1,184,217,-33
CS-BB12-S,TB0100,21/11/2024,4,738,868,-130
CS-BB12-S,TSS020,22/11/2024,10,1845,2170,-326
CS-BB12-S,TSS020,25/11/2024,15,2767,3255,-488
CS-BB12-S,MSB010,25/11/2024,5,977,1085,-109
CS-BB12-S,PRS010,25/11/2024,1,217,217,0
CS-BB12-S,SUN010,26/11/2024,4,799,868,-69
CS-BB12-S,SUN010,26/11/2024,4,799,868,-69
CS-BB12-S,PRS010,26/11/2024,1,217,217,0
CS-BB12-S,TDG020,28/11/2024,4,738,868,-130
CS-BB12-S,FM0200,28/11/2024,4,825,868,-43
CS-BB12-S,MSB010,03/12/2024,8,1562,1736,-174
CS-BB12-S,HD0100,19/02/2025,20,3819,4340,-521
CS-BB12-S,PA0400,27/02/2025,5,922,1085,-163
CS-BB12-S,HD0100,07/03/2025,9,1719,1953,-234
CS-BB12-S,FP0200,11/03/2025,9,1719,1953,-234
CS-BB12-S,TDG020,25/03/2025,5,922,1085,-163
CS-BB12-S,HD0100,07/04/2025,58,11075,12586,-1511
CS-BB12-S,TB0100,08/04/2025,1,184,217,-33
CS-BB12-S,TSS020,17/04/2025,5,922,1085,-163
CS-BB12-S,HD0100,22/04/2025,5,955,1085,-130
CS-BB12-S,TJ0100,20/06/2025,2,399,434,-35
CS-BB12-S,CIG010,09/09/2025,1,206,217,-11
CS-BB12-S,SN0200,19/09/2025,6,1107,1302,-195
CS-BB12-S,HD0100,15/10/2025,53,10121,11501,-1380
CS-BB12-S,HD0100,20/10/2025,5,955,1085,-130
CS-BB12-S,PA0400,22/10/2025,10,1845,2170,-326
CS-BP01,CIG010,02/10/2023,20,912,960,-48
CS-BP01,SN0200,09/10/2023,20,816,960,-144
CS-BP01,SN0200,21/11/2023,10,408,480,-72
CS-BP01,CIG010,04/12/2023,20,912,960,-48
CS-BP01,SN0200,11/01/2024,20,816,960,-144
CS-BP01,CIG010,12/01/2024,40,1824,1920,-96
CS-BP01,CTR010,06/02/2024,4,192,192,0
CS-BP01,CTR010,08/02/2024,2,96,96,0
CS-BP01,FP0200,12/02/2024,3,132,144,-12
CS-BP01,FP0200,12/04/2024,3,132,144,-12
CS-BP01,SN0200,14/05/2024,30,1224,1440,-216
CS-BP01,MM0200,21/05/2024,3,137,144,-7
CS-BP01,FP0200,05/07/2024,10,442,480,-38
CS-BP01,CIG010,12/07/2024,30,1325,1440,-115
CS-BP01,SN0200,16/07/2024,26,1061,1248,-187
CS-BP01,CIG010,29/07/2024,5,228,240,-12
CS-BP01,SN0200,30/08/2024,20,816,960,-144
CS-BP01,CIG010,02/10/2024,10,456,480,-24
CS-BP01,CTR010,14/10/2024,1,46,48,-2
CS-BP01,SN0200,21/10/2024,26,1061,1248,-187
CS-BP01,CIG010,10/12/2024,20,912,960,-48
CS-BP01,IT0100,13/12/2024,5,216,240,-24
CS-BP01,FP0200,22/01/2025,5,211,240,-29
CS-BP01,LYE010,11/02/2025,1,44,48,-4
CS-BP01,SN0200,20/02/2025,10,408,480,-72
CS-BP01,FP0200,28/02/2025,10,422,480,-58
CS-BP01,CIG010,28/02/2025,20,912,960,-48
CS-BP01,CIG010,31/03/2025,5,228,240,-12
CS-BP01,SN0200,04/04/2025,15,612,720,-108
CS-BP01,FP0200,03/06/2025,5,211,240,-29
CS-BP01,SN0200,20/06/2025,20,816,960,-144
CS-BP01,CIG010,11/07/2025,20,912,960,-48
CS-BP01,FP0200,23/07/2025,3,127,144,-17
CS-BP01,LYE010,18/08/2025,1,44,48,-4
CS-BP01,CIG010,28/08/2025,10,456,480,-24
CS-BP01,SN0200,10/09/2025,20,816,960,-144
CS-BP01,FP0200,17/09/2025,5,211,240,-29
CS-BP01,CIG010,23/10/2025,20,912,960,-48
CS-BW100,TA0100,19/10/2023,3,170,189,-19
CS-BW100,CTR010,22/11/2023,3,189,189,0
CS-BW100,CTR010,24/04/2024,1,63,63,0
CS-BW100,CTR010,01/10/2024,1,60,63,-3
CS-BW100,CTA010,22/04/2025,1,60,63,-3
CS-BW70,CTR010,06/11/2024,3,117,123,-6
CS-BW80,CTA010,22/04/2025,3,143,150,-8
CS-C-4,TE0300,02/10/2023,5,459,540,-81
CS-C-4,AGU010,10/10/2023,14,1406,1512,-106
CS-C-4,PGJ010,11/10/2023,10,972,1080,-108
CS-C-4,VE0100,11/10/2023,4,389,432,-43
CS-C-4,AGU010,13/10/2025,-14,-1361,-1512,151
CS-C-4,AGU010,15/10/2025,-14,-1361,-1512,151
CS-C-4,TE0300,24/10/2023,12,1102,1296,-194
CS-C-4,TDG020,30/10/2023,2,184,216,-32
CS-C-4,CWMT01,02/11/2023,2,194,216,-22
CS-C-4,TE0300,07/11/2023,22,2020,2376,-356
CS-C-4,DST010,09/11/2023,2,205,216,-11
CS-C-4,VE0100,13/11/2023,15,1458,1620,-162
CS-C-4,TE0300,14/11/2023,20,1836,2160,-324
CS-C-4,CGA000,23/11/2023,12,1205,1296,-91
CS-C-4,TDG020,28/11/2023,8,734,864,-130
CS-C-4,TE0300,29/11/2023,20,1836,2160,-324
CS-C-4,AGU010,29/11/2023,3,301,324,-23
CS-C-4,TDG020,04/12/2023,14,1285,1512,-227
CS-C-4,JAM010,07/12/2023,60,5508,6480,-972
CS-C-4,VE0100,24/06/2024,4,400,444,-44
CS-C-4,MSB010,25/06/2024,4,413,444,-31
CS-C-4,MSB010,15/07/2024,6,619,666,-47
CS-C-4,TDG020,25/07/2024,9,849,999,-150
CS-C-4,VE0100,21/08/2024,10,882,980,-98
CS-C-4,JAM010,11/09/2024,40,3332,3920,-588
CS-C-4,CGA000,27/09/2024,12,1058,1176,-118
CS-C-4,AGU010,15/10/2024,12,1058,1176,-118
CS-C-4,VE0100,22/10/2024,12,1058,1176,-118
CS-C-4,NT0300,14/11/2024,2,167,196,-29
CS-C-4,CWMT01,19/11/2024,5,441,490,-49
CS-C-4,CWMT01,20/11/2024,15,1323,1470,-147
CS-C-4,3DCC01,21/11/2024,10,902,980,-78
CS-C-4,TE0300,25/11/2024,10,833,980,-147
CS-C-4,TDG020,03/12/2024,5,417,490,-74
CS-C-4,VE0100,03/12/2024,15,1323,1470,-147
CS-C-4,TDG020,06/12/2024,4,333,392,-59
CS-C-4,DST010,16/01/2025,1,90,98,-8
CS-C-4,TDG020,21/01/2025,2,167,196,-29
CS-C-4,VE0100,27/01/2025,10,882,980,-98
CS-C-4,VE0100,10/02/2025,20,1764,1960,-196
CS-C-4,TDG020,17/02/2025,26,2166,2548,-382
CS-C-4,TE0300,03/03/2025,20,1666,1960,-294
CS-C-4,CWMT01,09/04/2025,105,9261,10290,-1029
CS-C-4,FP0200,09/04/2025,20,1725,1960,-235
CS-C-4,TE0300,30/04/2025,10,833,980,-147
CS-C-4,FP0200,21/05/2025,10,862,980,-118
CS-C-4,MSB010,13/06/2025,5,441,490,-49
CS-C-4,FP0200,27/08/2025,2,190,216,-26
CS-C-4,VE0100,11/09/2025,10,972,1080,-108
CS-C-4,AGU010,13/10/2025,14,1361,1512,-151
CS-C-4,AGU010,13/10/2025,14,1361,1512,-151
CS-C-4,AGU010,15/10/2025,14,1361,1512,-151
CS-C-65,TE0300,02/10/2023,5,459,540,-81
CS-C-65,JAM010,10/10/2023,60,5508,6480,-972
CS-C-65,FP0200,19/11/2024,-2,-172,-196,24
CS-C-65,PGJ010,11/10/2023,10,972,1080,-108
CS-C-65,VE0100,11/10/2023,4,389,432,-43
CS-C-65,TE0300,24/10/2023,10,918,1080,-162
CS-C-65,JAM010,24/10/2023,20,1836,2160,-324
CS-C-65,CWMT01,02/11/2023,4,389,432,-43
CS-C-65,TE0300,07/11/2023,10,918,1080,-162
CS-C-65,TDG020,10/11/2023,9,826,972,-146
CS-C-65,TC0700,13/11/2023,5,486,540,-54
CS-C-65,TE0300,14/11/2023,100,9180,10800,-1620
CS-C-65,TDG020,15/11/2023,7,643,756,-113
CS-C-65,TT0700,20/11/2023,2,199,216,-17
CS-C-65,IT0100,20/11/2023,13,1264,1404,-140
CS-C-65,TT0700,23/11/2023,1,99,108,-9
CS-C-65,CGA000,23/11/2023,12,1205,1296,-91
CS-C-65,TDG020,24/11/2023,6,551,648,-97
CS-C-65,FP0200,24/11/2023,1,99,108,-9
CS-C-65,IT0100,12/12/2023,2,194,216,-22
CS-C-65,TC0700,29/02/2024,10,972,1080,-108
CS-C-65,TI0200,12/03/2024,20,2052,2160,-108
CS-C-65,VE0100,19/03/2024,10,972,1080,-108
CS-C-65,TE0300,20/03/2024,35,3213,3780,-567
CS-C-65,TDG020,03/04/2024,5,459,540,-81
CS-C-65,TDG020,16/04/2024,13,1193,1404,-211
CS-C-65,TDG020,19/04/2024,12,1102,1296,-194
CS-C-65,TDG020,23/04/2024,5,459,540,-81
CS-C-65,TDG020,29/04/2024,6,551,648,-97
CS-C-65,CGA000,29/04/2024,20,2009,2160,-151
CS-C-65,TDG020,02/05/2024,10,918,1080,-162
CS-C-65,TC0700,15/05/2024,5,486,540,-54
CS-C-65,SSL010,16/05/2024,6,648,648,0
CS-C-65,TDG020,30/05/2024,2,184,216,-32
CS-C-65,IT0100,04/06/2024,25,2430,2700,-270
CS-C-65,TA0100,06/06/2024,3,292,324,-32
CS-C-65,TA0100,05/08/2024,5,500,555,-56
CS-C-65,VE0100,21/08/2024,6,529,588,-59
